Benbow_id	GI	NR_of_Genes	ATB_id	contig	containing_Genes	start	end	Strain	species_sylph	path
NC_007778.1	GI_9	7	SAMN04487925	SAMN04487925.contig00023	6	11305	18757	Rhodopseudomonas palustris HaA2	Bradyrhizobium niftali	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.100/SAMN04487925.fa.gz
NC_009800.1	GI_0	5	SAMN05770786	SAMN05770786.contig00032	4	38666	44427	Escherichia coli HS	Klebsiella pneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.283/SAMN05770786.fa.gz
NC_009800.1	GI_0	5	SAMEA2273646	SAMEA2273646.contig00017	4	100662	106424	Escherichia coli HS	Klebsiella pneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.275/SAMEA2273646.fa.gz
NC_009800.1	GI_0	5	SAMD00112468	SAMD00112468.contig00097	4	2109	7871	Escherichia coli HS	Klebsiella pneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.97/SAMD00112468.fa.gz
NC_009800.1	GI_0	5	SAMEA5161386	SAMEA5161386.contig00010	4	184405	190167	Escherichia coli HS	Klebsiella pneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.277/SAMEA5161386.fa.gz
NC_009800.1	GI_1	5	SAMN24851228	SAMN24851228.contig00002	4	284012	299405	Escherichia coli HS	Salmonella enterica	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.431/SAMN24851228.fa.gz
NC_009800.1	GI_1	5	SAMN12019791	SAMN12019791.contig00009	4	145072	221672	Escherichia coli HS	Salmonella enterica	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.509/SAMN12019791.fa.gz
NC_009800.1	GI_1	5	SAMEA10330572	SAMEA10330572.contig00013	4	4975	116807	Escherichia coli HS	Klebsiella pneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.97/SAMEA10330572.fa.gz
NC_009800.1	GI_1	5	SAMN21493865	SAMN21493865.contig00046	4	5990	18530	Escherichia coli HS	Klebsiella pneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.98/SAMN21493865.fa.gz
NC_009800.1	GI_2	17	SAMN17981917	SAMN17981917.contig00005	16	215690	238776	Escherichia coli HS	Klebsiella pneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.286/SAMN17981917.fa.gz
NC_009800.1	GI_2	17	SAMEA7379292	SAMEA7379292.contig00002	14	545108	565025	Escherichia coli HS	Klebsiella pneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.279/SAMEA7379292.fa.gz
NC_009800.1	GI_2	17	SAMEA6626865	SAMEA6626865.contig00001	14	320096	340013	Escherichia coli HS	Klebsiella pneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.278/SAMEA6626865.fa.gz
NC_009800.1	GI_3	6	SAMEA882299	SAMEA882299.contig00045	6	26356	35435	Escherichia coli HS	Klebsiella quasipneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.290/SAMEA882299.fa.gz
NC_009800.1	GI_3	6	SAMN26743016	SAMN26743016.contig00031	6	21132	30211	Escherichia coli HS	Klebsiella quasipneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.290/SAMN26743016.fa.gz
NC_009800.1	GI_4	2	SAMN15052611	SAMN15052611.contig00003	2	92849	96402	Escherichia coli HS	Escherichia ruysiae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.111/SAMN15052611.fa.gz
NC_009800.1	GI_4	2	SAMN31521356	SAMN31521356.contig00022	2	27365	30918	Escherichia coli HS	Escherichia albertii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.176/SAMN31521356.fa.gz
NC_009800.1	GI_4	2	SAMN17393508	SAMN17393508.contig00025	2	2425	5978	Escherichia coli HS	Escherichia albertii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.176/SAMN17393508.fa.gz
NC_009076.1	GI_0	8	SAMEA6625298	SAMEA6625298.contig00003	8	174193	182126	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA6625298.fa.gz
NC_009076.1	GI_0	8	SAMEA14207588	SAMEA14207588.contig00008	8	67486	75419	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA14207588.fa.gz
NC_009076.1	GI_0	8	SAMEA111435505	SAMEA111435505.contig00019	8	70485	78416	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA111435505.fa.gz
NC_009076.1	GI_0	8	SAMN30347447	SAMN30347447.contig00001	8	248598	256532	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.35/SAMN30347447.fa.gz
NC_009076.1	GI_1	5	SAMN39202944	SAMN39202944.contig00052	5	12196	16634	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN39202944.fa.gz
NC_009076.1	GI_1	5	SAMN08340642	SAMN08340642.contig00019	5	12146	16584	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMN08340642.fa.gz
NC_009076.1	GI_10	13	SAMEA6625098	SAMEA6625098.contig00002	13	11751	40693	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA6625098.fa.gz
NC_009076.1	GI_10	13	SAMEA4874653	SAMEA4874653.contig00001	12	195811	223341	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA4874653.fa.gz
NC_009076.1	GI_10	13	SAMN14894911	SAMN14894911.contig00007	12	48293	75823	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.35/SAMN14894911.fa.gz
NC_009076.1	GI_10	13	SAMEA14207519	SAMEA14207519.contig00001	12	361771	389301	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA14207519.fa.gz
NC_009076.1	GI_11	7	SAMN39203009	SAMN39203009.contig00018	6	23309	31208	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN39203009.fa.gz
NC_009076.1	GI_11	7	SAMEA112640224	SAMEA112640224.contig00003	6	24863	32751	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMEA112640224.fa.gz
NC_009076.1	GI_11	7	SAMEA2067201	SAMEA2067201.contig00067	6	23568	31467	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA2067201.fa.gz
NC_009076.1	GI_11	7	SAMN39202944	SAMN39202944.contig00002	6	170921	178828	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN39202944.fa.gz
NC_009076.1	GI_12	12	SAMN34339523	SAMN34339523.contig00118	12	2296	16285	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN34339523.fa.gz
NC_009076.1	GI_12	12	SAMN12824496	SAMN12824496.contig00007	12	1827	15765	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.35/SAMN12824496.fa.gz
NC_009076.1	GI_13	4	SAMN10967066	SAMN10967066.contig00013	4	17536	23686	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.35/SAMN10967066.fa.gz
NC_009076.1	GI_13	4	SAMN23470640	SAMN23470640.contig00022	4	26035	32186	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.35/SAMN23470640.fa.gz
NC_009076.1	GI_13	4	SAMEA6625579	SAMEA6625579.contig00008	4	117931	124110	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA6625579.fa.gz
NC_009076.1	GI_13	4	SAMN04208652	SAMN04208652.contig00057	4	15354	21510	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMN04208652.fa.gz
NC_009076.1	GI_13	4	SAMN04208749	SAMN04208749.contig00097	4	15268	21431	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMN04208749.fa.gz
NC_009076.1	GI_14	5	SAMEA2067460	SAMEA2067460.contig00055	5	33805	37729	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA2067460.fa.gz
NC_009076.1	GI_14	5	SAMN30347463	SAMN30347463.contig00003	5	384896	388820	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.35/SAMN30347463.fa.gz
NC_009076.1	GI_14	5	SAMN39202463	SAMN39202463.contig00035	5	14295	18219	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN39202463.fa.gz
NC_009076.1	GI_14	5	SAMEA2067069	SAMEA2067069.contig00024	5	33886	37811	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA2067069.fa.gz
NC_009076.1	GI_14	5	SAMEA110049992	SAMEA110049992.contig00001	5	94778	98702	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA110049992.fa.gz
NC_009076.1	GI_15	10	SAMN14775579	SAMN14775579.contig00018	10	26296	36860	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.35/SAMN14775579.fa.gz
NC_009076.1	GI_15	10	SAMN39202850	SAMN39202850.contig00032	10	65567	76130	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN39202850.fa.gz
NC_009076.1	GI_15	10	SAMN39202717	SAMN39202717.contig00012	10	107166	117730	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN39202717.fa.gz
NC_009076.1	GI_15	10	SAMN39202626	SAMN39202626.contig00013	10	69596	80160	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN39202626.fa.gz
NC_009076.1	GI_15	10	SAMN23470651	SAMN23470651.contig00018	10	39974	50547	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.35/SAMN23470651.fa.gz
NC_009076.1	GI_16	12	SAMEA6625499	SAMEA6625499.contig00001	12	444180	457094	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA6625499.fa.gz
NC_009076.1	GI_16	12	SAMEA2066371	SAMEA2066371.contig00074	12	16238	29173	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA2066371.fa.gz
NC_009076.1	GI_16	12	SAMEA14207603	SAMEA14207603.contig00004	12	302542	315520	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA14207603.fa.gz
NC_009076.1	GI_16	12	SAMEA4874817	SAMEA4874817.contig00044	12	123	13089	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA4874817.fa.gz
NC_009076.1	GI_17	7	SAMEA6625484	SAMEA6625484.contig00028	7	24878	35372	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA6625484.fa.gz
NC_009076.1	GI_17	7	SAMN10617376	SAMN10617376.contig00091	7	9222	19696	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.35/SAMN10617376.fa.gz
NC_009076.1	GI_18	16	SAMEA4874741	SAMEA4874741.contig00027	16	32224	49018	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA4874741.fa.gz
NC_009076.1	GI_18	16	SAMEA949290	SAMEA949290.contig00052	16	21488	38283	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA949290.fa.gz
NC_009076.1	GI_18	16	SAMEA6625088	SAMEA6625088.contig00017	16	21537	38322	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA6625088.fa.gz
NC_009076.1	GI_18	16	SAMEA14207521	SAMEA14207521.contig00016	16	129662	146459	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA14207521.fa.gz
NC_009076.1	GI_18	16	SAMN10617395	SAMN10617395.contig00048	16	22127	38917	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.35/SAMN10617395.fa.gz
NC_009076.1	GI_19	5	SAMN34339573	SAMN34339573.contig00077	5	4832	10223	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN34339573.fa.gz
NC_009076.1	GI_19	5	SAMEA14207728	SAMEA14207728.contig00027	5	24461	29866	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA14207728.fa.gz
NC_009076.1	GI_2	18	SAMN15920934	SAMN15920934.contig00024	18	10000	17323	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.35/SAMN15920934.fa.gz
NC_009076.1	GI_2	18	SAMEA4874637	SAMEA4874637.contig00030	18	42201	49524	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA4874637.fa.gz
NC_009076.1	GI_2	18	SAMEA6625067	SAMEA6625067.contig00032	18	35490	42813	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA6625067.fa.gz
NC_009076.1	GI_2	18	SAMEA6625889	SAMEA6625889.contig00033	18	35393	42716	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA6625889.fa.gz
NC_009076.1	GI_2	18	SAMEA14207698	SAMEA14207698.contig00035	18	35418	42741	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA14207698.fa.gz
NC_009076.1	GI_20	4	SAMN18498716	SAMN18498716.contig00008	4	31707	35701	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.35/SAMN18498716.fa.gz
NC_009076.1	GI_20	4	SAMEA14207725	SAMEA14207725.contig00001	4	104066	108059	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA14207725.fa.gz
NC_009076.1	GI_20	4	SAMN02948397	SAMN02948397.contig00007	4	17634	21647	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMN02948397.fa.gz
NC_009076.1	GI_21	4	SAMN12824524	SAMN12824524.contig00003	4	103578	107475	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.35/SAMN12824524.fa.gz
NC_009076.1	GI_21	4	SAMN20203877	SAMN20203877.contig00065	4	10996	14893	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN20203877.fa.gz
NC_009076.1	GI_22	25	SAMN39203004	SAMN39203004.contig00051	20	122	31061	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN39203004.fa.gz
NC_009076.1	GI_22	25	SAMEA6625585	SAMEA6625585.contig00059	20	879	31818	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA6625585.fa.gz
NC_009076.1	GI_22	25	SAMEA112640042	SAMEA112640042.contig00064	20	122	31061	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMEA112640042.fa.gz
NC_009076.1	GI_22	25	SAMEA14207344	SAMEA14207344.contig00051	20	879	31818	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA14207344.fa.gz
NC_009076.1	GI_23	10	SAMEA6625143	SAMEA6625143.contig00085	9	578	9865	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA6625143.fa.gz
NC_009076.1	GI_23	10	SAMEA4874888	SAMEA4874888.contig00067	9	4015	13302	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA4874888.fa.gz
NC_009076.1	GI_23	10	SAMEA6625377	SAMEA6625377.contig00063	9	578	9865	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA6625377.fa.gz
NC_009076.1	GI_23	10	SAMN39202489	SAMN39202489.contig00066	9	4015	13302	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN39202489.fa.gz
NC_009076.1	GI_24	3	SAMEA6625161	SAMEA6625161.contig00078	3	300	2650	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA6625161.fa.gz
NC_009076.1	GI_24	3	SAMEA6625412	SAMEA6625412.contig00045	3	12473	14823	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA6625412.fa.gz
NC_009076.1	GI_24	3	SAMN37878283	SAMN37878283.contig00071	3	12473	14823	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.20/SAMN37878283.fa.gz
NC_009076.1	GI_24	3	SAMEA4874607	SAMEA4874607.contig00025	3	79584	81934	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMEA4874607.fa.gz
NC_009076.1	GI_3	3	SAMN08340631	SAMN08340631.contig00033	3	3002	5935	Burkholderia pseudomallei 1106a	Burkholderia mallei	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.34/SAMN08340631.fa.gz
